Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname
Collingwood,2,u,1250000,2,2,2,909,,Northern Metropolitan
Craigieburn,4,h,595000,4,1,0,641,,Northern Metropolitan
Deer Park,3,h,589000,3,2,2,544,,Western Metropolitan
Derrimut,3,h,630000,3,2,2,504,,Western Metropolitan
Diamond Creek,4,h,745000,4,2,2,767,,Northern Victoria
Dingley Village,4,h,952000,4,2,3,681,,South-Eastern Metropolitan
Doncaster,4,h,1255000,4,2,1,670,,Eastern Metropolitan
Doncaster,5,h,1540500,5,2,2,726,,Eastern Metropolitan
Doncaster East,3,h,1209000,3,1,2,635,,Eastern Metropolitan
Doncaster East,5,h,1730000,5,2,2,746,,Eastern Metropolitan
Doncaster East,5,h,1510000,5,2,3,677,,Eastern Metropolitan
Doncaster East,4,h,1600000,4,3,2,878,,Eastern Metropolitan
Donvale,2,u,718500,2,1,1,255,,Eastern Metropolitan
Doreen,3,h,481000,3,2,1,359,,Northern Victoria
Eltham,2,u,566000,2,1,1,845,,Eastern Metropolitan
Eltham North,4,h,950000,4,2,2,651,,Eastern Metropolitan
Epping,3,h,375000,3,1,1,167,,Northern Metropolitan
Epping,3,h,641000,3,2,2,535,,Northern Metropolitan
Epping,2,u,291000,2,1,1,161,,Northern Metropolitan
Essendon,3,h,993000,3,2,2,595,,Western Metropolitan
Ferntree Gully,4,h,820000,4,2,2,728,,Eastern Metropolitan
Ferntree Gully,3,h,797000,3,2,1,626,,Eastern Metropolitan
Flemington,3,h,820000,3,1,0,185,,Northern Metropolitan
Flemington,2,h,1225000,2,1,1,150,,Northern Metropolitan
Footscray,2,h,800000,2,1,2,353,,Western Metropolitan
Frankston,3,h,1010000,3,2,2,306,,South-Eastern Metropolitan
Frankston South,4,h,830000,4,1,4,600,,South-Eastern Metropolitan
Gisborne,3,h,690000,3,2,2,2189,,Northern Victoria
Gisborne,4,h,780000,4,3,2,20200,,Northern Victoria
Gladstone Park,3,h,660000,3,1,3,467,,Western Metropolitan
Gladstone Park,3,h,625000,3,2,4,578,,Western Metropolitan
Glen Iris,3,h,2200000,3,2,2,705,,Southern Metropolitan
Glen Iris,5,h,3000000,5,3,2,775,,Southern Metropolitan
Glen Iris,4,h,3200000,4,3,2,858,,Southern Metropolitan
Glen Iris,2,t,965000,2,2,1,704,,Southern Metropolitan
Glen Waverley,4,h,1790000,4,2,2,742,,Eastern Metropolitan
Glen Waverley,4,t,1170000,4,3,2,725,,Eastern Metropolitan
Glen Waverley,4,h,1320000,4,2,5,1021,,Eastern Metropolitan
Glen Waverley,5,h,1320000,5,3,3,478,,Eastern Metropolitan
Glen Waverley,4,h,1152000,4,2,2,734,,Eastern Metropolitan
Glenroy,3,h,932000,3,1,1,639,,Northern Metropolitan
Glenroy,2,h,605000,2,1,2,378,,Northern Metropolitan
Greensborough,5,h,1000000,5,2,2,900,,Northern Metropolitan
Hadfield,3,h,750000,3,1,3,665,,Northern Metropolitan
Hampton,3,h,1850000,3,1,2,697,,Southern Metropolitan
Hawthorn,3,h,1670000,3,3,2,107,,Southern Metropolitan
Hawthorn East,3,h,2710000,3,1,3,615,,Southern Metropolitan
Hawthorn East,3,h,1768000,3,2,2,304,,Southern Metropolitan
Heathmont,4,h,1165000,4,2,2,442,,Eastern Metropolitan
Heathmont,4,h,920000,4,2,2,655,,Eastern Metropolitan
Heathmont,5,h,932000,5,2,2,543,,Eastern Metropolitan
Heidelberg Heights,3,h,811000,3,1,1,586,,Eastern Metropolitan
Highett,4,h,1550000,4,2,2,613,,Southern Metropolitan
Hillside,4,h,805000,4,3,2,970,,Western Metropolitan
Hoppers Crossing,3,h,510000,3,1,2,600,,Western Metropolitan
Ivanhoe East,3,h,1535000,3,2,1,697,,Eastern Metropolitan
Keilor,3,h,678500,3,1,2,539,,Western Metropolitan
Keilor Downs,4,h,720000,4,2,2,660,,Western Metropolitan
Keilor East,4,h,1210000,4,4,3,429,,Western Metropolitan
Keilor East,4,h,1188000,4,2,2,612,,Western Metropolitan
Keilor East,3,h,1031100,3,1,1,602,,Western Metropolitan
Keilor East,3,h,1076500,3,1,1,638,,Western Metropolitan
Keilor Lodge,3,h,680000,3,2,2,651,,Western Metropolitan
Kew,3,h,1950000,3,1,3,706,,Southern Metropolitan
Kew East,3,h,1700000,3,1,2,579,,Southern Metropolitan
Kew East,4,h,2000000,4,1,1,704,,Southern Metropolitan
Kew East,3,h,1655000,3,2,1,822,,Southern Metropolitan
Kew East,4,h,1980000,4,2,3,846,,Southern Metropolitan
Kingsville,3,h,915000,3,2,4,463,,Western Metropolitan
Kingsville,3,h,1100000,3,2,0,275,,Western Metropolitan
Lalor,3,h,685000,3,1,1,548,,Northern Metropolitan
Lalor,3,h,741000,3,1,1,672,,Northern Metropolitan
Maidstone,2,h,865000,2,1,2,327,,Western Metropolitan
Malvern,3,h,1510000,3,1,0,228,,Southern Metropolitan
Malvern East,4,h,2525000,4,2,2,576,,Southern Metropolitan
Malvern East,3,h,1902000,3,2,2,728,,Southern Metropolitan
Meadow Heights,3,h,473000,3,1,2,501,,Northern Metropolitan
Melton South,4,h,410000,4,1,2,578,,Western Victoria
Mentone,3,t,875000,3,2,2,165,,South-Eastern Metropolitan
Mernda,4,h,720000,4,2,2,573,,Northern Metropolitan
Middle Park,5,h,6400000,5,2,1,553,,Southern Metropolitan
Middle Park,2,h,1500000,2,1,1,194,,Southern Metropolitan
Mill Park,3,h,710000,3,2,2,585,,Northern Metropolitan
Mill Park,4,h,757000,4,2,3,800,,Northern Metropolitan
Mitcham,4,h,1200000,4,3,2,367,,Eastern Metropolitan
Mitcham,3,h,1237000,3,2,2,534,,Eastern Metropolitan
Mont Albert,2,u,850000,2,1,1,2243,,Eastern Metropolitan
Moonee Ponds,3,h,1205000,3,1,1,375,,Western Metropolitan
Moonee Ponds,3,h,1240000,3,2,2,784,,Western Metropolitan
Mooroolbark,3,h,720000,3,1,1,862,,Eastern Victoria
Mulgrave,3,h,888000,3,1,1,644,,South-Eastern Metropolitan
Murrumbeena,3,t,922000,3,2,2,219,,Southern Metropolitan
Newport,4,h,1567000,4,2,2,409,,Western Metropolitan
Newport,4,h,980000,4,3,2,622,,Western Metropolitan
Niddrie,4,h,1370000,4,3,2,634,,Western Metropolitan
North Warrandyte,4,h,902000,4,2,0,1457,,Eastern Metropolitan
Northcote,3,h,1341500,3,1,1,272,,Northern Metropolitan
Northcote,4,h,1685000,4,1,1,442,,Northern Metropolitan
Oakleigh,4,h,1495000,4,2,1,581,,Southern Metropolitan
Oakleigh South,3,h,1110000,3,1,2,704,,South-Eastern Metropolitan
Ormond,3,h,1103000,3,1,2,401,,Southern Metropolitan
Parkdale,4,h,1630000,4,2,2,554,,South-Eastern Metropolitan
Parkdale,4,h,1230000,4,2,2,787,,South-Eastern Metropolitan
Pascoe Vale,3,h,850000,3,1,3,446,,Northern Metropolitan
Port Melbourne,4,h,1631000,4,3,2,362,,Southern Metropolitan
Port Melbourne,3,h,1845000,3,3,2,114,,Southern Metropolitan
Port Melbourne,3,h,1000000,3,1,0,99,,Southern Metropolitan
Prahran,1,h,1475000,1,1,4,192,,Southern Metropolitan
Prahran,3,h,1650000,3,1,0,435,,Southern Metropolitan
Preston,3,h,1072500,3,1,2,588,,Northern Metropolitan
Preston,3,h,920000,3,1,2,465,,Northern Metropolitan
Reservoir,3,h,750000,3,1,3,611,,Northern Metropolitan
Reservoir,3,h,755000,3,1,1,482,,Northern Metropolitan
Reservoir,2,h,680000,2,1,2,576,,Northern Metropolitan
Reservoir,3,h,870000,3,1,2,741,,Northern Metropolitan
Richmond,3,h,1525000,3,2,0,195,,Northern Metropolitan
Richmond,3,h,1200000,3,1,1,151,,Northern Metropolitan
Richmond,2,u,592000,2,2,1,14294,,Northern Metropolitan
Ringwood,2,h,1040000,2,1,1,766,,Eastern Metropolitan
Ringwood East,4,h,800000,4,2,2,650,,Eastern Metropolitan
Ringwood North,4,h,1050000,4,2,2,770,,Eastern Metropolitan
Rosanna,4,h,1800000,4,2,2,635,,Eastern Metropolitan
Roxburgh Park,3,h,580500,3,2,2,568,,Northern Metropolitan
Sandringham,4,h,2700000,4,2,1,722,,Southern Metropolitan
Sandringham,5,h,2290000,5,3,2,553,,Southern Metropolitan
Sandringham,5,h,2220000,5,3,1,545,,Southern Metropolitan
Sandringham,3,h,1725000,3,1,2,493,,Southern Metropolitan
Seaford,3,h,770000,3,1,1,591,,South-Eastern Metropolitan
South Melbourne,2,h,1355000,2,1,0,109,,Southern Metropolitan
South Morang,3,h,540000,3,2,2,362,,Northern Metropolitan
Sunbury,3,h,388000,3,1,0,650,,Western Metropolitan
Sunbury,3,h,498500,3,2,2,688,,Western Metropolitan
Sunshine North,3,h,770000,3,1,2,608,,Western Metropolitan
Surrey Hills,5,h,3625000,5,3,2,1011,,Southern Metropolitan
Templestowe Lower,4,h,1585000,4,4,2,386,,Eastern Metropolitan
Thomastown,6,h,931000,6,3,3,646,,Northern Metropolitan
Wantirna,4,h,925000,4,3,4,534,,Eastern Metropolitan
Wantirna South,6,h,1155000,6,3,3,754,,Eastern Metropolitan
Waterways,4,h,1232000,4,2,2,620,,South-Eastern Metropolitan
Werribee,3,h,595000,3,1,2,662,,Western Metropolitan
Werribee,4,h,621000,4,2,2,556,,Western Metropolitan
Westmeadows,3,h,616000,3,1,3,681,,Northern Metropolitan
Williamstown,3,h,1470000,3,1,1,508,,Western Metropolitan
Windsor,2,u,810000,2,1,1,652,,Southern Metropolitan
Wollert,3,t,420000,3,2,2,167,,Northern Metropolitan
Wollert,4,h,730000,4,2,2,400,,Northern Metropolitan
Yarraville,3,h,826000,3,2,2,492,,Western Metropolitan
Yarraville,4,h,800000,4,2,2,277,,Western Metropolitan
Yarraville,3,h,1100000,3,1,0,221,,Western Metropolitan
Aberfeldie,4,h,1650000,4,2,1,484,,Western Metropolitan
Altona,3,h,1248500,3,1,3,710,,Western Metropolitan
Altona North,3,h,1001000,3,1,2,667,,Western Metropolitan
Altona North,3,h,770000,3,1,2,549,,Western Metropolitan
Armadale,3,t,1715000,3,3,1,1889,,Southern Metropolitan
Ashburton,3,h,1555000,3,1,4,649,,Southern Metropolitan
Aspendale,3,h,1300000,3,2,2,673,,South-Eastern Metropolitan
Aspendale Gardens,3,h,870000,3,2,2,587,,South-Eastern Metropolitan
Avondale Heights,2,u,470000,2,1,1,1150,,Western Metropolitan
Balwyn,3,h,2730000,3,2,2,679,,Southern Metropolitan
Balwyn North,3,h,2350000,3,2,2,625,,Southern Metropolitan
Balwyn North,2,u,905000,2,1,1,132,,Southern Metropolitan
Beaumaris,5,h,3778000,5,4,4,1254,,Southern Metropolitan
Beaumaris,3,t,2030000,3,3,2,725,,Southern Metropolitan
Bentleigh,4,h,2210000,4,3,2,557,,Southern Metropolitan
Bentleigh,4,h,1450000,4,2,2,689,,Southern Metropolitan
Bentleigh East,4,h,1520000,4,2,2,648,,Southern Metropolitan
Bentleigh East,3,h,1070000,3,1,3,585,,Southern Metropolitan
Blackburn,5,h,1900000,5,3,2,1003,,Eastern Metropolitan
Blackburn,4,h,1850000,4,2,2,628,,Eastern Metropolitan
Blackburn,3,h,1040000,3,1,2,700,,Eastern Metropolitan
Blackburn South,4,h,1100000,4,3,2,592,,Eastern Metropolitan
Bonbeach,4,t,1830000,4,3,2,353,,South-Eastern Metropolitan
Boronia,3,h,700000,3,1,1,439,,Eastern Metropolitan
Box Hill,3,h,1725000,3,1,2,667,,Eastern Metropolitan
Braybrook,3,h,840000,3,1,2,620,,Western Metropolitan
Brighton,3,h,1342000,3,1,3,287,,Southern Metropolitan
Brighton,3,t,1960000,3,2,2,709,,Southern Metropolitan
Brighton,4,h,2410000,4,3,4,569,,Southern Metropolitan
Brunswick,2,h,911000,2,1,1,132,,Northern Metropolitan
Brunswick,2,t,640000,2,1,1,82,,Northern Metropolitan
Brunswick,4,h,1820000,4,2,2,317,,Northern Metropolitan
Brunswick,1,u,170000,1,1,0,1250,,Northern Metropolitan
Brunswick East,2,h,1265000,2,1,3,439,,Northern Metropolitan
Brunswick East,2,h,950000,2,2,1,224,,Northern Metropolitan
Bulleen,4,h,1225000,4,1,2,753,,Eastern Metropolitan
Bundoora,5,h,1505000,5,3,2,659,,Northern Metropolitan
Bundoora,4,h,730000,4,2,2,538,,Northern Metropolitan
Burwood,5,h,1775000,5,2,3,791,,Southern Metropolitan
Burwood,4,h,1702000,4,1,1,762,,Southern Metropolitan
Burwood East,3,h,980000,3,1,1,590,,Eastern Metropolitan
Camberwell,6,h,2835000,6,3,2,794,,Southern Metropolitan
Camberwell,3,h,2770000,3,2,2,593,,Southern Metropolitan
Camberwell,5,h,2450000,5,3,2,570,,Southern Metropolitan
Carnegie,2,h,1441000,2,1,1,551,,Southern Metropolitan
Carnegie,3,h,1510000,3,2,2,560,,Southern Metropolitan
Carnegie,2,t,850000,2,2,1,117,,Southern Metropolitan
Carnegie,3,h,1500000,3,2,2,603,,Southern Metropolitan
Carnegie,3,h,1508000,3,2,2,338,,Southern Metropolitan
Carrum Downs,4,h,609000,4,2,2,549,,South-Eastern Metropolitan
Carrum Downs,3,h,578000,3,2,2,673,,South-Eastern Metropolitan
Chelsea,3,h,875000,3,1,3,534,,South-Eastern Metropolitan
Cheltenham,4,h,920000,4,2,2,530,,Southern Metropolitan
Cheltenham,4,h,1165000,4,2,2,594,,Southern Metropolitan
Cheltenham,3,h,1201000,3,2,3,638,,Southern Metropolitan
Cheltenham,3,h,910000,3,1,2,541,,Southern Metropolitan
Cheltenham,4,h,1200000,4,2,2,582,,Southern Metropolitan
Clayton,3,h,2950000,3,1,2,1040,,South-Eastern Metropolitan
Clayton,3,u,810000,3,1,2,340,,South-Eastern Metropolitan
Clayton South,3,h,850000,3,1,4,591,,South-Eastern Metropolitan
Clifton Hill,4,h,1010000,4,3,1,193,,Northern Metropolitan
Clifton Hill,2,h,980000,2,1,1,189,,Northern Metropolitan
Coburg,4,h,975000,4,2,2,301,,Northern Metropolitan
Coburg,3,t,880000,3,1,1,771,,Northern Metropolitan
Coburg North,3,h,841000,3,1,3,533,,Northern Metropolitan
Collingwood,3,h,1300000,3,1,1,112,,Northern Metropolitan
Collingwood,2,t,931000,2,1,1,109,,Northern Metropolitan
Craigieburn,3,h,492000,3,2,2,255,,Northern Metropolitan
Croydon,3,h,858000,3,1,2,857,,Eastern Metropolitan
Dandenong North,3,h,682000,3,1,5,556,,South-Eastern Metropolitan
Deer Park,3,h,629500,3,1,6,534,,Western Metropolitan
Dingley Village,4,h,1281000,4,2,2,566,,South-Eastern Metropolitan
Doncaster,3,t,751000,3,2,1,170,,Eastern Metropolitan
Doncaster East,5,h,1330000,5,3,3,751,,Eastern Metropolitan
Doveton,3,h,469000,3,1,2,585,,South-Eastern Metropolitan
Doveton,3,h,531000,3,1,5,586,,South-Eastern Metropolitan
Eltham,4,h,1085000,4,2,2,782,,Eastern Metropolitan
Eltham,3,h,915000,3,2,2,795,,Eastern Metropolitan
Eltham,4,h,890000,4,2,2,1010,,Eastern Metropolitan
Elwood,3,h,1800000,3,2,2,380,,Southern Metropolitan
Epping,3,h,600000,3,1,2,555,,Northern Metropolitan
Epping,3,h,647000,3,2,4,614,,Northern Metropolitan
Essendon,3,t,770000,3,1,1,116,,Western Metropolitan
Essendon,3,h,1150000,3,1,2,658,,Western Metropolitan
Essendon North,3,u,1170000,3,2,1,292,,Western Metropolitan
Fairfield,4,h,1255000,4,1,1,368,,Northern Metropolitan
Fairfield,3,h,1300000,3,2,4,579,,Northern Metropolitan
Fawkner,3,h,680000,3,2,2,588,,Northern Metropolitan
Fawkner,3,h,670000,3,2,2,350,,Northern Metropolitan
Forest Hill,4,h,950000,4,2,3,587,,Eastern Metropolitan
Frankston,4,h,650000,4,2,2,710,,South-Eastern Metropolitan
Frankston South,2,h,910000,2,1,2,894,,South-Eastern Metropolitan
Frankston South,4,h,760000,4,2,2,536,,South-Eastern Metropolitan
Gisborne,6,h,650000,6,2,2,1301,,Northern Victoria
Glen Iris,3,h,1738000,3,2,2,692,,Southern Metropolitan
Glen Iris,2,t,965000,2,2,1,704,,Southern Metropolitan
Glen Iris,3,t,1333000,3,2,1,344,,Southern Metropolitan
Glen Iris,2,h,1366000,2,2,1,241,,Southern Metropolitan
Glen Waverley,3,h,1275000,3,2,2,714,,Eastern Metropolitan
Glen Waverley,3,h,1750000,3,1,0,727,,Eastern Metropolitan
Glen Waverley,5,h,1480000,5,2,2,718,,Eastern Metropolitan
Glenroy,2,h,605000,2,1,6,589,,Northern Metropolitan
Greensborough,3,h,922000,3,2,2,587,,Northern Metropolitan
Greensborough,4,h,865000,4,2,2,734,,Northern Metropolitan
Greenvale,5,h,650000,5,2,2,512,,Northern Metropolitan
Hallam,3,h,661000,3,1,3,819,,South-Eastern Metropolitan
Hampton,3,h,2515000,3,2,2,604,,Southern Metropolitan
Hampton,3,h,1520000,3,1,3,627,,Southern Metropolitan
Hampton,4,h,2550000,4,2,2,620,,Southern Metropolitan
Hampton,4,h,1820000,4,2,2,412,,Southern Metropolitan
Hampton,3,h,1450000,3,1,1,464,,Southern Metropolitan
Hampton East,3,h,1060000,3,2,3,465,,Southern Metropolitan
Hampton East,2,t,875000,2,1,1,234,,Southern Metropolitan
Hawthorn,4,h,2325000,4,3,2,649,,Southern Metropolitan
Hawthorn,3,h,1450000,3,1,0,216,,Southern Metropolitan
Heidelberg West,3,h,846000,3,2,2,605,,Eastern Metropolitan
Hillside,4,h,628000,4,2,1,480,,Western Metropolitan
Hillside,3,h,645500,3,2,2,719,,Western Metropolitan
Hoppers Crossing,3,h,575000,3,1,4,592,,Western Metropolitan
Hoppers Crossing,4,h,525000,4,2,2,452,,Western Metropolitan
Hoppers Crossing,4,h,723000,4,2,2,872,,Western Metropolitan
Jacana,3,h,626000,3,1,2,622,,Northern Metropolitan
Keilor,3,h,840000,3,2,2,725,,Western Metropolitan
Keilor East,4,h,1230000,4,4,2,538,,Western Metropolitan
Keilor East,3,h,933000,3,1,2,613,,Western Metropolitan
Kew,4,h,2375000,4,3,2,481,,Southern Metropolitan
Kew,3,h,1950000,3,2,2,460,,Southern Metropolitan
Kew,5,h,5065000,5,4,2,892,,Southern Metropolitan
Kew East,3,h,1650000,3,1,2,650,,Southern Metropolitan
Kew East,3,h,2125000,3,2,2,741,,Southern Metropolitan
Kew East,2,h,1325000,2,1,2,422,,Southern Metropolitan
Kew East,3,h,1975000,3,1,2,676,,Southern Metropolitan
Kingsville,4,h,1140000,4,1,0,276,,Western Metropolitan
Kingsville,3,h,1000000,3,2,2,275,,Western Metropolitan
Lalor,3,h,801000,3,1,1,852,,Northern Metropolitan
Lalor,3,h,596000,3,1,2,570,,Northern Metropolitan
Malvern,4,t,2750000,4,2,3,357,,Southern Metropolitan
Malvern,4,h,3400000,4,2,2,561,,Southern Metropolitan
Meadow Heights,3,h,370000,3,1,1,784,,Northern Metropolitan
Mentone,3,t,995000,3,3,2,248,,South-Eastern Metropolitan
Mentone,3,h,950000,3,1,2,531,,South-Eastern Metropolitan
Mentone,3,t,792000,3,2,2,156,,South-Eastern Metropolitan
Mill Park,2,u,445000,2,1,1,265,,Northern Metropolitan
Mill Park,3,h,675000,3,1,4,640,,Northern Metropolitan
Mill Park,4,h,721000,4,2,2,603,,Northern Metropolitan
Mill Park,4,t,492000,4,1,1,199,,Northern Metropolitan
Mill Park,4,h,900000,4,2,2,609,,Northern Metropolitan
Mill Park,3,h,650000,3,1,2,588,,Northern Metropolitan
Mitcham,4,h,1120000,4,2,2,981,,Eastern Metropolitan
Mitcham,3,h,961000,3,2,1,625,,Eastern Metropolitan
Mont Albert,3,t,1580000,3,2,2,1153,,Eastern Metropolitan
Mont Albert,4,h,2500000,4,3,3,402,,Eastern Metropolitan
Montmorency,4,h,940000,4,2,2,870,,Eastern Metropolitan
Moonee Ponds,4,h,1200000,4,1,1,455,,Western Metropolitan
Moonee Ponds,3,h,1007500,3,1,1,450,,Western Metropolitan
Moorabbin,3,u,828000,3,2,2,301,,Southern Metropolitan
Mordialloc,4,h,1285000,4,2,4,656,,South-Eastern Metropolitan
Mount Waverley,5,h,2420000,5,5,2,757,,Eastern Metropolitan
Mount Waverley,4,h,1335000,4,1,3,731,,Eastern Metropolitan
Mount Waverley,3,h,1451000,3,2,1,730,,Eastern Metropolitan
Mount Waverley,4,h,1480000,4,2,2,695,,Eastern Metropolitan
Mulgrave,3,h,850000,3,1,2,648,,South-Eastern Metropolitan
Mulgrave,3,h,912000,3,2,1,753,,South-Eastern Metropolitan
Mulgrave,4,h,1100000,4,2,2,748,,South-Eastern Metropolitan
Narre Warren,4,h,792500,4,2,2,846,,South-Eastern Metropolitan
Newport,3,h,1262000,3,2,2,343,,Western Metropolitan
Newport,4,h,1210000,4,1,0,325,,Western Metropolitan
Niddrie,3,h,1186000,3,1,4,654,,Western Metropolitan
Northcote,3,h,1320000,3,1,1,227,,Northern Metropolitan
Oak Park,5,h,955000,5,2,4,838,,Northern Metropolitan
Oak Park,3,h,725000,3,1,1,327,,Northern Metropolitan
Oakleigh South,3,h,950000,3,1,2,660,,South-Eastern Metropolitan
Parkdale,3,h,1250000,3,1,2,802,,South-Eastern Metropolitan
Pascoe Vale,3,h,850000,3,1,1,712,,Northern Metropolitan
Pascoe Vale,3,h,1160000,3,2,2,480,,Northern Metropolitan
Point Cook,4,h,765000,4,2,2,612,,Western Metropolitan
Point Cook,4,h,635000,4,2,2,334,,Western Metropolitan
Port Melbourne,3,h,1960000,3,2,0,253,,Southern Metropolitan
Prahran,3,h,1771000,3,2,1,240,,Southern Metropolitan
Preston,3,h,1035000,3,1,2,696,,Northern Metropolitan
Preston,3,h,880000,3,1,0,480,,Northern Metropolitan
Princes Hill,2,h,1625000,2,1,1,253,,Northern Metropolitan
Reservoir,3,h,930000,3,1,2,735,,Northern Metropolitan
Reservoir,4,h,912000,4,1,2,871,,Northern Metropolitan
Reservoir,3,h,900000,3,1,1,694,,Northern Metropolitan
Reservoir,3,h,935000,3,1,2,768,,Northern Metropolitan
Reservoir,2,u,465000,2,1,1,676,,Northern Metropolitan
Reservoir,2,h,920000,2,1,2,665,,Northern Metropolitan
Richmond,3,t,1500000,3,2,2,72,,Northern Metropolitan
Ringwood,3,h,800000,3,1,3,691,,Eastern Metropolitan
Ringwood,4,h,1335000,4,1,0,697,,Eastern Metropolitan
Ringwood,4,h,935000,4,3,2,540,,Eastern Metropolitan
Ringwood East,3,h,746000,3,1,1,400,,Eastern Metropolitan
Ringwood North,4,h,1283000,4,2,2,1019,,Eastern Metropolitan
Rosanna,4,h,1365000,4,3,2,687,,Eastern Metropolitan
Rosanna,4,h,1775000,4,2,2,1240,,Eastern Metropolitan
Roxburgh Park,3,h,380000,3,1,1,372,,Northern Metropolitan
Sandringham,4,h,1665000,4,3,2,780,,Southern Metropolitan
Sandringham,4,h,1915000,4,2,2,563,,Southern Metropolitan
Scoresby,4,h,962000,4,2,3,724,,Eastern Metropolitan
South Melbourne,1,h,855000,1,1,0,67,,Southern Metropolitan
Springvale,3,h,770000,3,1,4,585,,South-Eastern Metropolitan
Strathmore,3,h,1720000,3,1,2,631,,Western Metropolitan
Sunbury,3,h,405000,3,1,3,515,,Western Metropolitan
Sunbury,3,h,482000,3,1,1,573,,Western Metropolitan
Sunbury,3,h,436000,3,2,2,350,,Western Metropolitan
Sunshine,4,h,830000,4,1,3,502,,Western Metropolitan
Sunshine North,4,h,665000,4,2,3,600,,Western Metropolitan
Sunshine North,3,h,610000,3,1,1,581,,Western Metropolitan
Surrey Hills,3,u,1290000,3,2,1,270,,Southern Metropolitan
Surrey Hills,4,h,1810000,4,3,2,349,,Southern Metropolitan
Surrey Hills,5,h,2230000,5,2,2,754,,Southern Metropolitan
Templestowe,5,h,1930000,5,3,2,807,,Eastern Metropolitan
Thomastown,3,h,600500,3,1,1,552,,Northern Metropolitan
Thomastown,3,h,640000,3,1,2,680,,Northern Metropolitan
Thomastown,3,h,750000,3,2,2,536,,Northern Metropolitan
Thornbury,4,h,1605000,4,2,2,348,,Northern Metropolitan
Thornbury,3,h,1300000,3,1,2,531,,Northern Metropolitan
Toorak,3,h,2076000,3,1,2,302,,Southern Metropolitan
Vermont,5,h,1150000,5,2,2,599,,Eastern Metropolitan
Viewbank,3,h,1009000,3,2,2,663,,Eastern Metropolitan
Wallan,3,h,366000,3,1,1,502,,Northern Victoria
Wantirna,3,h,1070000,3,2,2,673,,Eastern Metropolitan
Wantirna South,4,h,1440000,4,3,6,717,,Eastern Metropolitan
Wantirna South,4,h,1060000,4,2,3,729,,Eastern Metropolitan
Watsonia,3,h,792000,3,1,2,571,,Northern Metropolitan
Watsonia North,4,h,920000,4,2,2,966,,Northern Metropolitan
Werribee,3,h,470000,3,1,2,640,,Western Metropolitan
Werribee,3,h,515000,3,2,1,251,,Western Metropolitan
Werribee,4,h,603500,4,2,4,650,,Western Metropolitan
West Footscray,3,h,870000,3,1,2,417,,Western Metropolitan
West Footscray,4,h,1060000,3,3,2,512,,Western Metropolitan
West Melbourne,3,t,1500000,3,2,1,862,,Northern Metropolitan
Wheelers Hill,3,h,950000,3,2,2,651,,South-Eastern Metropolitan
Wheelers Hill,4,h,1211000,4,3,4,653,,South-Eastern Metropolitan
Williams Landing,3,h,555000,3,2,2,265,,Western Metropolitan
Williamstown North,3,h,1190000,3,2,2,297,,Western Metropolitan
Windsor,3,h,1425000,3,1,1,188,,Southern Metropolitan
Windsor,3,h,1970000,3,2,0,362,,Southern Metropolitan
Windsor,2,h,1300000,2,1,1,258,,Southern Metropolitan
